Date,Employee_Name,Employee_ID,Department,Job_Title,Gender,Project,Years_At_Company,Performance_Score,Monthly_Salary	,Clocked_Hours,Productive_Hours,Tasks_Completed,Meetings	,Break_Hours,Training_Hours	,Overtime_Hours	,Remote_Work_Frequency,Employee_Satisfaction_Score,Resigned
5/15/2025,Nathan,2627,Sales,VP Quality Control,Male,Quo Lux,11.3,4,1,3.4,3.8,5,3,0.8,9.1,0.3,8,3.5,no
10/28/2024,Cinda,8,Engineering,Graphic Designer,Agender,Tres-Zap,8.9,1,4,1.5,6.6,9,1,0.6,6.0,2.4,19,1.1,no
12/25/2024,Jesus,53,Sales,Associate Professor,Male,Span,16.7,1,4,1.3,2.5,0,4,0.6,13.9,1.1,3,4.2,no
1/10/2025,Husein,7883,Services,Internal Auditor,Male,Tresom,5.7,3,5,1.2,2.1,4,2,1.7,4.7,0.5,20,2.3,yes
11/22/2024,Lazarus,99,Research and Development,Budget/Accounting Analyst II,Male,Namfix,22.0,4,5,5.9,5.4,5,2,1.4,10.1,3.3,3,2.7,yes
3/4/2025,Esme,9025,Legal,Physical Therapy Assistant,Male,Kanlam,22.0,3,4,3.4,4.1,3,0,0.9,13.8,0.2,15,3.3,no
4/4/2025,Ruben,31213,Training,Assistant Manager,Male,Zoolab,23.1,2,2,3.0,0.4,2,0,1.2,10.5,3.1,17,4.9,yes
2/13/2025,Welsh,9,Accounting,Nurse,Male,Bitchip,0.7,3,5,7.8,6.7,5,1,1.5,11.7,1.0,17,1.6,no
9/6/2024,Hercules,04,Product Management,Pharmacist,Male,Flexidy,3.3,4,3,2.5,7.9,0,2,0.6,10.7,1.1,11,5.0,no
3/7/2025,Dorthea,0,Services,Executive Secretary,Female,Bytecard,19.9,2,1,2.0,4.0,3,0,1.0,1.2,2.4,0,5.0,no
6/13/2024,Perceval,3540,Business Development,Account Executive,Male,Sonair,2.2,2,4,1.1,5.9,0,5,0.5,13.9,3.2,19,3.9,yes
9/19/2024,Barny,854,Support,General Manager,Male,Lotstring,16.1,4,3,1.8,1.6,10,3,1.1,8.7,4.5,3,3.5,yes
12/25/2024,Ruthy,789,Marketing,Biostatistician II,Female,Tempsoft,10.9,2,5,2.0,6.3,0,4,1.5,0.6,2.4,18,4.6,no
3/27/2025,Sybyl,446,Training,Biostatistician IV,Female,Matsoft,3.4,2,1,5.5,1.6,4,4,1.3,12.4,4.5,18,4.6,yes
4/16/2025,Obie,8303,Product Management,Software Consultant,Male,Lotlux,27.6,3,1,1.9,1.9,6,5,1.5,5.5,1.1,20,2.9,no
3/15/2025,Carol-jean,6,Legal,Registered Nurse,Female,Kanlam,14.8,4,1,4.1,2.1,1,0,0.9,3.1,1.6,11,1.6,yes
11/15/2024,Lacie,0,Marketing,Food Chemist,Female,Kanlam,10.1,1,2,5.6,5.3,6,2,1.3,0.1,2.9,1,2.9,yes
3/13/2025,Chrysler,96,Human Resources,Geological Engineer,Female,Fintone,18.4,2,4,7.0,0.1,5,2,1.6,14.0,3.8,14,1.6,yes
3/17/2025,Ellerey,9396,Marketing,Senior Quality Engineer,Male,Latlux,23.1,2,3,0.7,2.1,3,0,1.8,14.4,3.7,13,2.5,no
11/2/2024,Marcel,80289,Training,Dental Hygienist,Male,Mat Lam Tam,7.2,4,1,6.7,2.9,0,4,0.6,9.1,4.7,7,5.0,yes
6/6/2024,Perren,5,Legal,Director of Sales,Male,Kanlam,25.1,2,3,2.2,3.6,8,1,1.2,7.9,2.5,4,1.2,no
12/17/2024,Gus,4567,Services,Pharmacist,Female,Sub-Ex,23.1,4,3,3.2,4.7,7,0,1.9,10.2,3.4,15,1.4,yes
11/2/2024,Holly,25525,Accounting,Staff Accountant I,Male,Sonsing,16.4,4,1,7.9,0.2,3,3,1.5,8.0,1.0,0,3.0,no
4/22/2025,Selene,9609,Engineering,Senior Quality Engineer,Female,Holdlamis,18.6,3,1,4.0,4.3,8,3,1.4,3.9,5.0,1,3.9,yes
4/8/2025,Alfonse,3202,Product Management,Financial Advisor,Genderqueer,Y-find,5.3,3,4,4.6,2.6,8,1,1.6,4.5,4.7,8,2.3,yes
5/4/2025,Estevan,8600,Engineering,Data Coordinator,Male,Andalax,14.7,1,2,5.6,5.4,5,3,0.6,2.5,2.2,9,4.3,no
6/2/2025,Tera,30,Business Development,Assistant Professor,Female,Keylex,12.4,4,3,8.0,3.0,2,5,0.5,0.9,1.6,18,1.7,no
3/14/2025,Deonne,01977,Product Management,Accountant I,Female,Tampflex,5.4,5,1,3.4,4.6,8,4,0.8,9.5,5.0,17,4.1,no
5/10/2025,Debra,95403,Marketing,Physical Therapy Assistant,Female,Prodder,26.1,5,2,7.1,5.8,3,0,0.6,10.1,1.6,1,3.6,no
10/20/2024,Cornelia,84219,Accounting,Junior Executive,Female,Tempsoft,25.0,2,5,0.8,6.0,7,2,0.5,4.3,4.1,3,2.5,no
4/9/2025,Bobbe,135,Business Development,Research Nurse,Genderqueer,Stringtough,6.2,5,5,0.5,0.1,3,1,1.8,14.0,0.8,14,4.5,yes
9/10/2024,Christoph,81,Product Management,VP Quality Control,Male,Cardify,23.2,5,1,3.3,3.4,5,3,1.1,11.5,4.4,13,3.2,no
2/7/2025,Nels,72,Sales,Software Consultant,Male,Cookley,12.2,1,4,1.3,2.3,3,1,1.4,3.3,0.2,1,3.8,yes
3/14/2025,Lynda,2920,Legal,Office Assistant III,Female,Opela,27.2,4,2,6.9,7.6,0,0,1.7,1.8,3.8,12,1.5,no
11/9/2024,Paule,6463,Training,Safety Technician III,Non-binary,Greenlam,7.8,4,2,4.0,0.8,8,0,0.7,3.6,0.7,18,1.1,no
6/23/2024,Griffy,62,Services,Software Engineer III,Male,Otcom,0.1,4,5,5.7,4.1,7,3,1.7,2.9,2.2,15,3.1,yes
3/31/2025,Foster,9440,Product Management,Staff Accountant IV,Male,Alphazap,12.4,4,2,1.8,0.4,3,2,0.8,0.3,4.4,12,2.1,yes
4/20/2025,Jephthah,920,Legal,Editor,Male,Zamit,11.6,3,2,5.7,6.6,3,4,1.8,9.3,0.6,5,1.3,no
8/28/2024,Elliott,93,Accounting,Executive Secretary,Male,Tin,6.0,5,5,2.8,0.7,4,1,1.4,11.7,4.8,2,3.9,no
12/17/2024,Glenden,5406,Marketing,Assistant Media Planner,Male,Lotstring,5.3,2,3,2.0,1.1,6,1,1.3,12.2,3.9,12,2.4,yes
2/11/2025,Flore,3,Training,Help Desk Operator,Female,Biodex,27.0,2,5,3.0,6.1,8,1,0.5,4.7,4.6,0,3.8,no
10/9/2024,Kiah,09249,Training,Sales Associate,Female,Y-Solowarm,21.6,2,2,4.0,0.4,7,5,1.5,10.3,1.6,17,4.1,no
5/16/2025,Myer,26,Product Management,VP Accounting,Male,Viva,24.8,1,5,3.3,2.6,4,3,1.5,11.9,1.7,18,2.9,yes
1/3/2025,Rana,6277,Business Development,General Manager,Female,Aerified,11.8,4,4,5.4,4.7,4,5,0.7,14.7,3.8,5,3.2,yes
2/17/2025,Nicolas,5,Human Resources,Developer III,Male,Domainer,9.8,2,5,6.9,5.7,6,4,1.9,8.4,3.5,20,2.9,yes
9/22/2024,Alasdair,5,Engineering,Information Systems Manager,Male,Solarbreeze,12.9,3,2,4.6,5.3,7,2,0.7,13.8,2.5,11,2.7,yes
12/7/2024,Garrard,2771,Engineering,Tax Accountant,Male,Trippledex,0.2,5,4,1.0,6.1,2,0,2.0,10.0,0.8,4,4.1,no
1/18/2025,Kakalina,2794,Legal,Assistant Manager,Female,Bytecard,21.5,4,2,1.9,2.9,1,5,1.8,12.2,0.6,16,3.4,yes
6/29/2024,Langsdon,340,Support,Systems Administrator III,Agender,Matsoft,7.7,3,4,1.2,0.8,7,0,0.8,7.4,0.5,4,2.4,yes
4/16/2025,Agna,5,Human Resources,Technical Writer,Female,Trippledex,18.1,3,4,0.9,5.2,5,3,1.9,7.2,4.7,19,1.2,yes
3/6/2025,Drucill,84,Support,Senior Financial Analyst,Female,Daltfresh,9.2,3,2,6.3,0.2,2,4,1.1,4.5,2.2,13,2.6,yes
10/25/2024,Dolf,44953,Services,Director of Sales,Male,Toughjoyfax,27.6,3,1,2.5,2.2,6,1,1.3,2.7,0.4,6,4.2,no
3/4/2025,Sephira,2367,Sales,Graphic Designer,Female,Konklux,11.3,3,2,7.8,0.9,8,0,0.9,5.0,2.4,19,3.3,yes
11/26/2024,Inessa,7607,Support,Information Systems Manager,Female,Sonair,0.8,1,5,2.0,7.9,4,3,0.9,8.4,2.3,7,1.6,yes
8/8/2024,Oswald,00034,Human Resources,Environmental Tech,Male,Asoka,20.9,2,3,2.9,5.6,1,1,1.7,14.9,1.1,14,2.9,no
8/29/2024,Guilbert,7393,Support,Dental Hygienist,Male,Subin,19.5,4,2,2.3,2.3,5,0,1.5,4.6,4.6,3,1.0,yes
7/5/2024,Mina,69,Services,Chief Design Engineer,Female,Vagram,28.9,5,5,3.0,5.1,9,3,0.9,7.9,2.9,18,4.2,yes
2/21/2025,Lory,62,Product Management,Accounting Assistant I,Female,Lotstring,16.7,1,4,4.3,1.1,8,4,1.0,4.9,0.7,1,2.5,yes
5/13/2025,Carce,1214,Business Development,Tax Accountant,Male,It,11.7,2,4,3.1,2.6,9,0,1.2,3.2,2.6,20,1.6,yes
8/5/2024,Vivyanne,18191,Marketing,Junior Executive,Female,Veribet,1.6,3,3,5.5,4.3,8,3,1.7,13.1,2.3,19,2.7,yes
7/1/2024,Spike,80670,Services,Research Associate,Male,Sonsing,4.1,5,4,3.1,4.3,10,4,1.1,8.1,3.5,5,4.8,no
1/25/2025,Gayla,9907,Marketing,Nurse Practicioner,Female,Fintone,11.2,4,1,6.3,3.1,4,0,1.2,13.7,2.9,6,1.0,yes
4/4/2025,Blair,3115,Research and Development,Web Developer I,Male,Solarbreeze,18.3,1,5,7.7,7.2,0,2,0.7,4.4,2.5,15,2.1,yes
11/30/2024,Jasmine,8,Engineering,Professor,Female,Rank,9.1,5,5,4.1,6.1,0,4,1.0,0.6,4.4,10,3.3,yes
2/12/2025,Jedd,0397,Marketing,Staff Scientist,Male,Wrapsafe,3.7,3,5,3.1,2.6,3,4,0.6,4.1,4.1,7,4.0,yes
10/24/2024,Yard,1,Legal,Information Systems Manager,Male,Vagram,26.6,1,5,3.8,0.5,0,4,0.5,7.1,0.2,5,4.9,no
10/28/2024,Nolan,70602,Sales,Desktop Support Technician,Male,Treeflex,7.2,1,3,3.1,4.7,3,5,1.0,13.6,4.4,0,1.6,no
5/15/2025,Stacee,9,Support,Marketing Assistant,Male,Keylex,29.2,2,3,7.0,7.1,4,5,2.0,8.8,2.1,11,2.3,yes
8/9/2024,Arvie,43114,Accounting,VP Sales,Male,Voyatouch,24.8,1,2,2.7,1.5,0,5,0.9,13.9,3.1,3,2.6,yes
10/7/2024,Phip,143,Legal,Speech Pathologist,Male,Subin,3.3,1,2,3.3,0.2,9,0,1.4,12.7,0.3,14,2.1,yes
6/21/2024,Mareah,45283,Marketing,Automation Specialist II,Female,Bitchip,13.6,5,1,2.0,6.1,1,5,1.3,5.6,0.9,16,2.9,no
9/6/2024,Whitney,923,Accounting,Business Systems Development Analyst,Female,Mat Lam Tam,0.4,4,2,4.0,5.6,6,4,1.6,2.4,2.9,10,2.9,yes
9/16/2024,Husein,0,Business Development,Electrical Engineer,Bigender,Sonsing,2.9,1,2,1.2,6.7,10,1,0.9,7.7,4.3,6,3.0,no
3/12/2025,Rodger,3,Marketing,Senior Developer,Male,Gembucket,21.4,5,1,5.9,6.9,10,5,0.8,3.0,1.4,6,2.6,no
3/16/2025,Faulkner,8341,Marketing,Software Engineer III,Male,Tin,3.8,3,3,7.2,1.2,6,3,1.5,9.9,2.1,15,1.1,yes
6/1/2025,Bobbe,92,Business Development,Registered Nurse,Female,Lotlux,7.5,3,1,6.1,1.9,1,2,0.6,3.5,4.5,13,2.8,no
9/9/2024,Koenraad,0837,Human Resources,Research Nurse,Male,Kanlam,14.2,4,2,1.1,1.7,1,1,1.4,9.1,3.5,14,2.5,no
5/6/2025,Lesli,34,Accounting,Systems Administrator IV,Female,Sonsing,29.5,1,1,1.8,3.8,4,0,1.4,10.8,1.5,16,3.1,yes
7/17/2024,Patti,6,Research and Development,Pharmacist,Agender,Zathin,5.1,2,1,4.0,4.0,1,0,1.4,11.1,0.2,0,3.0,no
7/26/2024,Alexis,8,Training,Nurse,Male,Veribet,6.4,2,5,1.3,7.3,6,1,1.0,14.5,1.8,13,2.7,yes
7/14/2024,Kylila,83114,Accounting,Product Engineer,Female,Sonsing,20.5,3,3,7.8,3.9,1,0,1.7,5.1,0.8,2,4.8,no
2/22/2025,Janeta,6392,Sales,Administrative Officer,Female,Toughjoyfax,2.2,2,1,2.9,3.5,0,4,0.5,7.0,0.3,15,3.3,no
5/6/2025,Eolanda,1745,Human Resources,Chemical Engineer,Female,Vagram,23.5,3,2,2.2,7.0,0,1,0.6,2.6,3.2,12,3.4,yes
6/4/2024,Timi,1,Support,Chief Design Engineer,Female,Lotstring,26.8,2,5,7.1,6.2,4,1,1.9,2.1,0.4,9,2.9,no
7/6/2024,Chris,4652,Product Management,Civil Engineer,Male,Veribet,5.2,5,3,1.9,1.7,2,1,1.9,6.3,4.8,11,3.1,no
6/19/2024,Thane,9390,Legal,Graphic Designer,Male,Hatity,17.1,5,5,5.6,2.1,9,1,1.0,7.7,4.4,10,4.5,no
1/2/2025,Vernen,9007,Services,GIS Technical Architect,Male,Span,11.8,3,3,5.4,6.7,3,4,1.0,10.8,2.2,16,3.6,no
6/7/2024,Hogan,2088,Support,Marketing Assistant,Male,Stringtough,1.0,4,4,1.8,2.4,0,3,1.6,14.6,1.6,15,1.4,yes
1/15/2025,Odie,35,Sales,Business Systems Development Analyst,Male,Flexidy,7.4,1,3,1.7,6.3,0,0,1.4,14.4,0.5,15,4.6,no
8/14/2024,Tybalt,397,Business Development,Librarian,Male,Sub-Ex,14.0,5,1,0.9,1.0,8,3,1.0,4.5,2.4,10,3.8,no
12/17/2024,Jillene,3725,Sales,Help Desk Operator,Female,Greenlam,15.8,3,1,5.3,3.2,7,3,0.6,13.7,0.8,11,3.1,no
3/29/2025,Yorke,7,Services,Account Representative II,Male,Voyatouch,5.7,5,3,7.5,0.2,8,5,2.0,13.5,3.4,6,1.2,yes
3/16/2025,Rozanne,63,Marketing,Help Desk Technician,Female,Regrant,20.3,1,4,7.6,6.4,6,1,0.8,0.1,3.0,13,3.9,no
2/18/2025,Leyla,5882,Marketing,General Manager,Female,Mat Lam Tam,29.3,5,4,2.2,5.6,6,5,1.8,8.4,2.0,4,2.9,yes
9/14/2024,Ulrikaumeko,21129,Sales,Nuclear Power Engineer,Female,Sub-Ex,8.0,3,2,1.1,7.8,10,0,1.0,1.1,3.1,9,2.0,no
10/22/2024,Lucais,3,Sales,Sales Associate,Male,Alpha,5.8,3,1,1.1,1.0,6,5,0.9,4.8,2.8,8,1.9,no
2/26/2025,Susette,02215,Business Development,Computer Systems Analyst II,Female,Alphazap,10.5,3,1,6.5,4.2,4,5,1.6,6.8,2.1,15,1.9,yes
4/21/2025,Puff,8,Accounting,Automation Specialist II,Male,Gembucket,11.6,2,2,2.6,5.0,3,1,1.7,4.3,3.2,0,2.3,yes
2/28/2025,Deni,14266,Product Management,Account Representative IV,Genderqueer,Mat Lam Tam,12.5,5,1,4.4,5.0,6,0,1.1,13.7,2.6,10,2.1,yes
12/4/2024,Adriana,49,Product Management,Environmental Tech,Female,Biodex,11.0,1,2,3.2,6.2,8,4,0.7,3.3,1.5,2,3.8,yes
6/15/2024,Aguste,9,Legal,Chemical Engineer,Male,Bitchip,12.9,4,4,1.7,6.6,3,2,0.8,5.3,4.5,4,1.6,no
4/16/2025,Cullan,120,Human Resources,Paralegal,Male,Bamity,5.1,4,3,1.0,0.3,2,2,1.6,12.0,0.1,14,2.0,yes
4/25/2025,Harold,18,Services,Professor,Male,Stringtough,5.7,2,3,3.4,3.2,10,2,1.3,13.2,2.2,10,4.6,no
4/23/2025,Sylvan,02,Legal,Product Engineer,Male,Hatity,24.6,4,4,1.5,0.9,9,1,1.5,6.9,4.8,4,3.6,no
1/30/2025,Pierce,4,Engineering,Programmer Analyst II,Male,Asoka,15.0,4,5,6.9,2.7,8,1,1.5,14.0,4.0,4,2.4,yes
7/2/2024,Huntley,7,Business Development,Developer IV,Male,Veribet,18.1,3,1,7.4,2.9,5,0,0.8,12.0,1.2,13,1.3,yes
2/4/2025,Deb,42686,Human Resources,Mechanical Systems Engineer,Female,Namfix,7.2,1,1,1.7,4.3,3,4,1.0,1.1,0.9,4,3.1,no
8/15/2024,Agnese,65467,Business Development,VP Quality Control,Female,Tres-Zap,6.3,1,3,3.0,6.2,3,2,1.3,2.0,0.5,20,2.2,no
4/22/2025,Gale,6,Human Resources,Tax Accountant,Male,Namfix,0.3,2,4,5.1,7.8,0,2,1.8,9.9,1.9,20,4.6,yes
6/3/2025,Garrard,40503,Engineering,Database Administrator III,Bigender,Alphazap,13.4,2,5,6.3,0.7,10,3,1.4,2.7,4.4,16,3.2,no
3/28/2025,Steffane,62,Support,Recruiting Manager,Female,Asoka,14.9,4,5,6.2,5.8,9,4,1.9,10.1,2.1,0,3.2,yes
2/17/2025,Ilario,4,Business Development,VP Accounting,Male,Subin,3.3,3,3,7.2,4.4,10,4,1.5,1.5,3.9,2,3.9,yes
12/22/2024,Myron,342,Human Resources,Project Manager,Male,Mat Lam Tam,16.5,3,3,0.6,3.0,8,2,1.3,3.0,1.6,19,3.2,yes
12/15/2024,Larissa,83227,Training,Marketing Manager,Female,Bitwolf,17.5,2,5,5.7,7.0,9,2,0.9,6.5,3.4,8,4.1,no
4/19/2025,Jaquenetta,60282,Accounting,Environmental Specialist,Female,Gembucket,9.3,1,2,7.6,4.0,8,2,1.4,2.2,3.4,9,3.5,yes
4/23/2025,Elmore,771,Marketing,Structural Analysis Engineer,Male,Hatity,19.6,5,3,0.9,3.7,2,5,1.5,0.6,4.8,18,4.3,yes
4/11/2025,Florella,03890,Accounting,Quality Engineer,Female,Bitwolf,5.3,5,2,6.2,1.7,7,4,0.9,11.4,3.2,3,3.6,yes
9/2/2024,Reyna,0,Legal,Registered Nurse,Female,Redhold,23.2,4,3,2.4,7.8,9,2,1.0,7.6,4.8,13,3.7,yes
10/14/2024,Shurlock,12,Sales,Budget/Accounting Analyst I,Male,Y-find,28.8,2,2,4.5,7.6,0,4,1.4,8.4,3.3,17,2.7,yes
9/5/2024,Kermie,9,Product Management,Environmental Tech,Male,Veribet,2.8,2,5,3.7,6.9,5,3,0.7,5.2,1.4,8,2.5,no
6/5/2024,Barnie,0,Business Development,Assistant Media Planner,Male,Quo Lux,24.9,2,5,2.2,1.6,5,5,1.9,10.3,4.5,13,4.0,no
2/1/2025,Horton,1484,Support,Biostatistician III,Male,Redhold,15.0,4,5,6.1,0.5,0,5,0.7,7.3,1.0,12,2.0,yes
11/4/2024,Chic,63,Marketing,Human Resources Assistant II,Male,Bamity,10.1,3,2,0.6,7.4,2,4,2.0,11.2,4.2,14,4.4,yes
11/29/2024,Inez,34370,Accounting,Account Representative IV,Female,Rank,21.4,3,3,0.7,7.5,0,0,1.6,14.4,0.4,17,4.5,yes
12/2/2024,Towney,02722,Training,Staff Scientist,Bigender,Greenlam,25.6,1,4,6.1,0.4,2,0,1.9,12.2,3.6,7,4.0,no
6/27/2024,Zelig,3,Engineering,Safety Technician I,Male,Tempsoft,26.9,5,4,4.4,7.5,9,1,1.8,11.4,3.3,11,3.1,no
8/31/2024,Jeannie,8833,Research and Development,Research Assistant IV,Female,Domainer,23.6,1,3,4.3,4.4,3,1,1.3,4.2,3.0,18,1.7,yes
6/7/2024,Arley,66,Training,Speech Pathologist,Male,Viva,27.0,1,3,5.9,3.4,3,2,1.7,7.4,2.6,19,1.8,yes
4/27/2025,Chase,194,Training,Financial Analyst,Male,Lotstring,8.2,5,2,1.9,0.0,5,3,0.9,7.2,2.1,20,4.8,no
10/30/2024,Meagan,3,Research and Development,Executive Secretary,Female,Pannier,12.3,1,3,6.1,3.2,2,2,0.9,8.3,0.2,19,2.9,no
4/23/2025,Pavlov,1506,Training,Database Administrator IV,Male,Overhold,10.9,1,3,4.7,0.3,10,4,1.3,8.8,0.2,0,2.8,yes
11/12/2024,Tabby,53,Accounting,Safety Technician II,Male,Opela,24.1,5,4,0.9,0.7,7,4,0.5,6.7,4.1,0,1.1,yes
1/29/2025,Danika,23,Services,Software Engineer II,Female,Stringtough,17.1,4,4,7.2,5.4,1,0,0.6,8.8,4.9,13,3.8,yes
5/15/2025,Denver,3665,Services,Analog Circuit Design manager,Male,Zaam-Dox,19.9,1,3,7.9,0.2,2,1,1.1,10.6,3.2,3,3.5,no
7/15/2024,Judy,3174,Business Development,Editor,Female,Domainer,4.3,4,5,4.3,1.1,1,0,0.7,12.1,3.7,11,1.5,yes
12/18/2024,Doreen,493,Research and Development,Compensation Analyst,Female,Veribet,7.1,1,5,6.3,2.1,2,0,1.3,9.5,2.4,2,3.1,yes
6/1/2025,Monti,69055,Business Development,Technical Writer,Male,Tin,7.9,3,1,2.4,6.5,9,4,1.3,7.1,3.3,2,2.6,yes
7/15/2024,Bradan,3,Services,Social Worker,Male,Pannier,13.7,2,1,2.9,7.7,4,3,1.7,5.5,1.4,2,3.3,no
3/16/2025,Kate,32144,Engineering,Social Worker,Female,Redhold,27.0,5,3,6.2,4.0,6,1,0.9,4.1,0.3,11,4.9,no
3/27/2025,Svend,57565,Research and Development,Dental Hygienist,Male,Asoka,17.0,1,4,4.7,7.1,4,5,0.5,6.9,2.9,4,4.2,no
8/18/2024,Buiron,339,Services,Assistant Professor,Male,It,16.1,5,5,2.9,1.0,4,1,0.8,1.8,2.2,7,4.4,yes
10/22/2024,Cassey,77183,Marketing,Help Desk Technician,Female,Vagram,24.2,1,1,4.4,3.7,5,3,1.8,3.2,1.6,1,4.3,no
3/25/2025,Ariadne,0,Legal,Operator,Female,Solarbreeze,23.3,4,1,0.8,1.8,3,4,1.3,11.6,4.3,5,1.8,yes
12/15/2024,Phineas,7265,Support,Professor,Male,Stim,9.1,3,3,6.7,2.9,3,4,1.1,2.2,1.8,18,3.9,no
5/29/2025,Lezlie,94,Services,Marketing Assistant,Genderfluid,Bigtax,7.5,2,2,6.2,3.6,7,1,1.7,12.7,2.7,17,2.0,no
11/21/2024,Siobhan,273,Accounting,Computer Systems Analyst II,Female,Domainer,16.9,2,3,5.3,6.1,10,5,2.0,10.1,3.7,4,1.8,no
11/28/2024,Brett,0,Business Development,Professor,Female,Pannier,9.4,5,2,5.3,0.5,8,5,1.2,13.2,1.3,11,4.1,no
9/16/2024,Randell,18,Product Management,Librarian,Male,Konklux,14.5,5,5,2.7,5.2,5,3,1.1,3.6,1.8,16,2.1,yes
9/27/2024,Kane,734,Legal,Project Manager,Male,Alpha,29.6,4,5,7.4,6.1,8,4,0.6,2.7,2.2,17,3.8,no
10/3/2024,Guinevere,32,Engineering,Pharmacist,Female,Holdlamis,26.8,3,5,2.4,6.2,5,5,0.7,10.6,1.8,18,2.1,no
3/31/2025,Ellynn,5,Product Management,Cost Accountant,Female,Tresom,13.3,3,3,7.5,0.4,8,1,1.2,5.0,4.7,4,3.4,no
10/16/2024,Webb,82197,Research and Development,Business Systems Development Analyst,Male,Quo Lux,16.5,4,5,7.6,4.0,1,0,0.8,5.8,1.6,11,1.9,yes
9/21/2024,Abran,3,Product Management,Human Resources Assistant IV,Male,Keylex,10.2,5,1,6.3,5.5,6,5,0.9,12.8,5.0,20,4.6,yes
3/21/2025,Leeanne,8340,Support,Sales Representative,Female,Flowdesk,22.7,2,2,3.1,2.4,1,0,1.4,10.8,1.3,1,1.1,no
10/25/2024,Barnaby,9,Support,Senior Quality Engineer,Male,Trippledex,1.2,3,5,5.1,3.9,0,3,0.6,10.0,0.9,4,1.0,no
7/7/2024,Daniela,6,Training,Web Developer IV,Female,Mat Lam Tam,3.6,2,2,7.9,0.6,0,1,1.7,0.5,2.6,14,3.0,yes
1/24/2025,Giacopo,3317,Legal,Biostatistician II,Male,Regrant,19.2,3,4,3.9,2.7,3,2,1.9,6.9,2.1,16,2.2,yes
11/18/2024,Farris,386,Human Resources,Paralegal,Male,Viva,5.8,1,1,2.3,7.8,3,4,0.9,9.6,1.0,1,3.2,yes
3/4/2025,Brandy,83673,Training,Chief Design Engineer,Male,Cookley,13.0,2,2,4.1,5.4,9,2,1.9,5.5,3.0,6,2.9,yes
7/16/2024,Vitoria,66369,Support,Automation Specialist IV,Female,Voyatouch,1.9,2,4,5.3,4.2,5,4,1.3,2.4,0.2,11,1.4,yes
6/19/2024,Reuben,85,Accounting,Junior Executive,Male,Sonair,6.1,4,5,5.8,2.9,7,5,1.3,1.3,1.4,19,3.1,no
2/2/2025,Corabel,8,Services,Human Resources Assistant II,Female,Bigtax,15.7,1,1,0.7,3.0,10,1,1.3,13.4,1.4,17,4.6,yes
3/11/2025,Ketty,45975,Business Development,Health Coach I,Female,Stringtough,1.4,3,4,8.0,6.9,5,5,0.9,14.5,2.7,18,3.4,yes
8/3/2024,Eunice,063,Product Management,Environmental Tech,Female,Tin,21.9,1,2,6.2,5.0,10,0,1.7,0.5,0.2,1,4.3,no
9/27/2024,Ezri,9661,Accounting,Recruiting Manager,Male,Solarbreeze,11.1,5,2,7.9,5.4,5,3,1.6,3.6,4.7,12,2.6,no
1/17/2025,Valida,4917,Research and Development,Electrical Engineer,Female,Lotlux,27.0,1,4,3.7,5.7,3,0,1.9,7.5,3.1,14,1.0,yes
1/17/2025,Stanton,2,Marketing,Chief Design Engineer,Male,Ronstring,11.0,3,2,1.3,8.0,3,0,1.8,5.8,4.6,6,3.2,yes
4/1/2025,Nikolaus,17092,Support,Operator,Male,Mat Lam Tam,5.2,2,2,5.7,5.6,1,1,1.9,14.3,0.7,12,4.4,no
8/14/2024,Nelia,6,Sales,Social Worker,Female,Prodder,6.1,4,4,4.5,1.2,0,1,1.6,3.4,1.0,4,4.6,yes
5/13/2025,Skell,0,Business Development,Business Systems Development Analyst,Male,Temp,2.3,5,3,6.0,1.8,0,3,1.0,6.1,2.8,9,3.7,yes
10/10/2024,Neddie,796,Research and Development,Community Outreach Specialist,Male,Greenlam,10.3,1,1,1.5,4.4,7,3,1.5,0.7,4.2,14,4.2,no
4/15/2025,Eldon,8957,Training,Accountant IV,Male,Cardguard,4.4,3,3,1.8,7.4,1,0,0.8,8.0,3.2,12,3.3,no
3/16/2025,Gerrie,4315,Marketing,Administrative Officer,Male,Tempsoft,6.8,1,3,1.7,4.2,1,2,1.5,12.1,0.9,12,1.8,yes
7/24/2024,Siward,2608,Support,Chemical Engineer,Male,Sonair,1.8,3,5,5.9,7.9,1,4,1.7,10.5,0.3,2,4.0,no
9/9/2024,Leupold,3,Human Resources,Account Executive,Male,Subin,19.6,4,3,2.0,2.0,1,0,0.8,6.1,2.9,2,3.2,yes
10/24/2024,Dusty,005,Product Management,Cost Accountant,Female,Viva,20.6,4,1,2.6,0.4,1,1,0.8,8.7,3.8,20,3.2,no
5/14/2025,Manya,758,Training,Financial Analyst,Female,Kanlam,3.4,3,5,2.0,2.0,4,3,0.8,13.5,3.4,18,4.2,no
7/10/2024,Forest,8225,Legal,Chief Design Engineer,Male,Viva,4.8,2,5,4.2,3.0,10,4,0.7,13.2,0.9,10,4.4,no
4/15/2025,Sheelagh,29490,Legal,Statistician II,Female,Span,11.1,1,2,1.8,0.4,2,1,1.3,8.1,4.9,5,2.4,no
8/16/2024,Minor,885,Business Development,Payment Adjustment Coordinator,Male,Cardify,15.1,1,5,2.0,0.3,8,0,0.8,13.3,3.9,1,1.6,no
11/1/2024,Cecile,3,Human Resources,Automation Specialist III,Female,Lotstring,23.4,2,2,3.1,4.5,3,5,0.9,8.3,0.2,1,1.2,yes
